Name,Link,Year,GRAPHICS PROCESSOR,CORES,TMUS,ROPS,MEMORY SIZE,MEMORY TYPE,BUS WIDTH,GPU Name,GPU Variant,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Production,Launch Price,GPU Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,Pixel Rate,Texture Rate,FP32 (float) performance,Length,Width,Height,Weight,TDP,Outputs,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,Bus Interface,Reviews,L1 Cache,L2 Cache,Slot Width,Suggested PSU,Power Connectors,Predecessor,Successor,FP64 (double) performance,Board Number,Base Clock,Boost Clock,PIXEL SHADERS,VERTEX SHADERS,Pixel Shaders,Vertex Shaders,Vertex Rate,Pixel Shader,Vertex Shader,Part Number
FireGL V3400,https://www.techpowerup.com/gpu-specs/firegl-v3400.c695,2005,RV530,,4,4,128 MB,GDDR3,128 bit,RV530,RV530 GL,R500,TSMC,90 nm,157 million,150 mm²,"Oct 1st, 2005","FireGL
(Vx400)",End-of-life,,500 MHz,"500 MHz
1000 Mbps effective",128 MB,GDDR3,128 bit,16.00 GB/s,,4,4,,2.000 GPixel/s,2.000 GTexel/s,,,,,,unknown,2x DVI,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,5 in our database,,,Single-slot,200 W,None,,,,A671-31,,,12,5,12,5,625.0 MVertices/s,,,
FireGL V5200,https://www.techpowerup.com/gpu-specs/firegl-v5200.c697,2005,RV530,,4,4,128 MB,GDDR3,128 bit,RV530,RV530 GL,R500,TSMC,90 nm,157 million,150 mm²,"Oct 1st, 2005","FireGL
(Vx200)",End-of-life,,600 MHz,"700 MHz
1400 Mbps effective",128 MB,GDDR3,128 bit,22.40 GB/s,,4,4,,2.400 GPixel/s,2.400 GTexel/s,,,,,,35 W,2x DVI,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,5 in our database,,,Single-slot,200 W,None,,,,A671-31,,,12,5,12,5,750.0 MVertices/s,,,
FireGL V7200,https://www.techpowerup.com/gpu-specs/firegl-v7200.c854,2005,R520,,16,16,256 MB,GDDR3,256 bit,R520,R520 GL,R500,TSMC,90 nm,321 million,288 mm²,"Oct 1st, 2005","FireGL
(Vx200)",End-of-life,"1,279 USD",600 MHz,"650 MHz
1300 Mbps effective",256 MB,GDDR3,256 bit,41.60 GB/s,,16,16,,9.600 GPixel/s,9.600 GTexel/s,,"229 mm
9 inches","111 mm
4.4 inches",,,unknown,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,5 in our database,,,Dual-slot,200 W,1x 6-pin,,,,A520-31,,,16,8,16,8,1.200 GVertices/s,,,
FireGL V7300,https://www.techpowerup.com/gpu-specs/firegl-v7300.c852,2005,R520,,16,16,512 MB,GDDR3,256 bit,R520,R520 GL,R500,TSMC,90 nm,321 million,288 mm²,"Oct 1st, 2005","FireGL
(Vx300)",End-of-life,"1,599 USD",594 MHz,"648 MHz
1296 Mbps effective",512 MB,GDDR3,256 bit,41.47 GB/s,,16,16,,9.504 GPixel/s,9.504 GTexel/s,,"229 mm
9 inches","111 mm
4.4 inches",,,97 W,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,5 in our database,,,Dual-slot,250 W,1x 6-pin,,,,A520-31,,,16,8,16,8,1.188 GVertices/s,,,
FireGL V7350,https://www.techpowerup.com/gpu-specs/firegl-v7350.c853,2005,R520,,16,16,1024 MB,GDDR3,256 bit,R520,R520 GL,R500,TSMC,90 nm,321 million,288 mm²,"Oct 1st, 2005","FireGL
(Vx300)",End-of-life,"1,599 USD",600 MHz,"650 MHz
1300 Mbps effective",1024 MB,GDDR3,256 bit,41.60 GB/s,,16,16,,9.600 GPixel/s,9.600 GTexel/s,,"229 mm
9 inches","111 mm
4.4 inches",,,111 W,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,5 in our database,,,Dual-slot,300 W,1x 6-pin,,,,A520-31,,,16,8,16,8,1.200 GVertices/s,,,
Mobility FireGL V5000,https://www.techpowerup.com/gpu-specs/mobility-firegl-v5000.c1664,2005,M26,,8,8,128 MB,GDDR3,128 bit,M26,M26 GL,R400,TSMC,110 nm,120 million,156 mm²,"Feb 3rd, 2005","Mobility FireGL
(V5xxx)",End-of-life,,350 MHz,"425 MHz
850 Mbps effective",128 MB,GDDR3,128 bit,13.60 GB/s,,8,8,,2.800 GPixel/s,2.800 GTexel/s,,,,,,unknown,No outputs,9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,2 in our database,,,,,,,,,,,,8,6,8,6,525.0 MVertices/s,2.0b,2.0b,
Mobility Radeon X200 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-x200-igp.c2116,2005,RS480,,2,2,System Shared,System Shared,System Shared,RS480,,Rage 9,,110 nm,107 million,74 mm²,2005,"Radeon IGP
(Xpress)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,9.0,2.0,N/A,N/A,,PCIe 1.0 x16,,,,IGP,,None,,,,,,,2,2,2,2,150.0 MVertices/s,2.0,2.0,
Mobility Radeon X200 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-x200-igp.c2118,2005,RS400,,2,2,System Shared,System Shared,System Shared,RS400,,Rage 8,,130 nm,unknown,73 mm²,2005,"Radeon IGP
(Xpress)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,9.0 (9_0),2.0,N/A,N/A,,PCIe 1.0 x16,,,,IGP,,None,,,,,,,2,2,2,2,150.0 MVertices/s,2.0,2.0,
Mobility Radeon X300,https://www.techpowerup.com/gpu-specs/mobility-radeon-x300.c1410,2005,M22,,4,4,128 MB,DDR,64 bit,M22,,Rage 9,TSMC,110 nm,107 million,74 mm²,"Nov 1st, 2005","M2x
(Mobility X1)",End-of-life,,350 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,64 bit,4.000 GB/s,,4,4,,1.400 GPixel/s,1.400 GTexel/s,,,,,,unknown,No outputs,9.0b,2.0,N/A,N/A,,PCIe 1.0 x16,2 in our database,,,,,,M1x,M5x,,,,,4,2,4,2,175.0 MVertices/s,2.0b,2.0b,
Mobility Radeon X300 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-x300-igp.c2117,2005,RS480,,2,2,System Shared,System Shared,System Shared,RS480,,Rage 9,,110 nm,107 million,74 mm²,2005,"Radeon IGP
(Xpress)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,9.0,2.0,N/A,N/A,,PCIe 1.0 x16,,,,IGP,,None,,,,,,,2,2,2,2,150.0 MVertices/s,2.0,2.0,
Mobility Radeon X700,https://www.techpowerup.com/gpu-specs/mobility-radeon-x700.c1405,2005,M26,,8,4,128 MB,DDR,128 bit,M26,,R400,TSMC,110 nm,120 million,156 mm²,"Mar 1st, 2005","M2x
(Mobility X1)",End-of-life,,350 MHz,"300 MHz
600 Mbps effective",128 MB,DDR,128 bit,9.600 GB/s,,8,4,,1.400 GPixel/s,2.800 GTexel/s,,,,,,unknown,No outputs,9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,2 in our database,,,,,,M1x,M5x,,,,,8,6,8,6,525.0 MVertices/s,2.0b,2.0b,
Mobility Radeon X700 XL,https://www.techpowerup.com/gpu-specs/mobility-radeon-x700-xl.c1779,2005,M26,,8,4,128 MB,DDR,128 bit,M26,M26-CSP128,R400,TSMC,110 nm,120 million,156 mm²,"Mar 1st, 2005","M2x
(Mobility X1)",End-of-life,,350 MHz,"330 MHz
660 Mbps effective",128 MB,DDR,128 bit,10.56 GB/s,,8,4,,1.400 GPixel/s,2.800 GTexel/s,,,,,,unknown,No outputs,9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,2 in our database,,,,,,M1x,M5x,,,,,8,6,8,6,525.0 MVertices/s,2.0b,2.0b,
Mobility Radeon X800 XT,https://www.techpowerup.com/gpu-specs/mobility-radeon-x800-xt.c1408,2005,M28,,16,16,256 MB,GDDR3,256 bit,M28,,R400,TSMC,130 nm,160 million,289 mm²,"Jun 1st, 2005","M2x
(Mobility X1)",End-of-life,,480 MHz,"550 MHz
1100 Mbps effective",256 MB,GDDR3,256 bit,35.20 GB/s,,16,16,,7.680 GPixel/s,7.680 GTexel/s,,,,,,unknown,No outputs,9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,2 in our database,,,,,,M1x,M5x,,,,,16,6,16,6,720.0 MVertices/s,2.0b,2.0b,
Radeon 9550 XT,https://www.techpowerup.com/gpu-specs/radeon-9550-xt.c2448,2005,RV350,,4,4,128 MB,DDR,128 bit,RV350,RV350 XT,Rage 8,TSMC,130 nm,60 million,76 mm²,"May 4th, 2005","Radeon R300
(9500)",End-of-life,,425 MHz,"325 MHz
650 Mbps effective",128 MB,DDR,128 bit,10.40 GB/s,,4,4,,1.700 GPixel/s,1.700 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,7 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,A198,,,4,2,4,2,212.5 MVertices/s,2.0,2.0,
Radeon X1300,https://www.techpowerup.com/gpu-specs/radeon-x1300.c137,2005,RV516,,4,4,128 MB,DDR,128 bit,RV516,,R500,UMC,80 nm,107 million,100 mm²,"Oct 5th, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,48 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300,https://www.techpowerup.com/gpu-specs/radeon-x1300.c947,2005,RV515,,4,4,256 MB,DDR,128 bit,RV515,"RV515 LE
(215FAEAKA13FG)",R500,TSMC,90 nm,107 million,100 mm²,"Dec 1st, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",256 MB,DDR,128 bit,8.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,48 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300 AGP,https://www.techpowerup.com/gpu-specs/radeon-x1300-agp.c155,2005,RV515,,4,4,256 MB,DDR,128 bit,RV515,"RV515 LE
(215FAEAKA13FG)",R500,TSMC,90 nm,107 million,100 mm²,"Dec 1st, 2005","Radeon R500 AGP
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",256 MB,DDR,128 bit,8.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,AGP 8x,48 in our database,,,Single-slot,200 W,None,Radeon R400 AGP,Radeon R600,,,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300 LE,https://www.techpowerup.com/gpu-specs/radeon-x1300-le.c1936,2005,RV515,,4,4,64 MB,DDR,64 bit,RV515,"RV515 LE
(215FAEAKA13FG)",R500,TSMC,90 nm,107 million,100 mm²,"Oct 5th, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",64 MB,DDR,64 bit,4.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,1x VGA,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,48 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,A676,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300 PCI,https://www.techpowerup.com/gpu-specs/radeon-x1300-pci.c538,2005,RV515,,4,4,128 MB,DDR,128 bit,RV515,,R500,TSMC,90 nm,107 million,100 mm²,"Oct 5th, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCI,48 in our database,,,Single-slot,200 W,,Radeon R400 PCIe,Radeon R600,,,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300 PCI,https://www.techpowerup.com/gpu-specs/radeon-x1300-pci.c2137,2005,RV516,,4,4,128 MB,DDR2,64 bit,RV516,,R500,UMC,80 nm,107 million,100 mm²,"Oct 5th, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR2,64 bit,4.000 GB/s,,4,4,,1.800 GPixel/s,1.800 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCI,48 in our database,,,Single-slot,200 W,,Radeon R400 PCIe,Radeon R600,,,,,4,2,4,2,225.0 MVertices/s,,,
Radeon X1300 PRO,https://www.techpowerup.com/gpu-specs/radeon-x1300-pro.c138,2005,RV515,,4,4,128 MB,DDR,128 bit,RV515,"RV515 PRO
(215FADAKA13FG)",R500,TSMC,90 nm,107 million,100 mm²,"Oct 1st, 2005","Radeon R500 PCIe
(X1300)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",128 MB,DDR,128 bit,12.80 GB/s,,4,4,,2.400 GPixel/s,2.400 GTexel/s,,,,,,31 W,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,48 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,A676,,,4,2,4,2,300.0 MVertices/s,,,
Radeon X1300 PRO AGP,https://www.techpowerup.com/gpu-specs/radeon-x1300-pro-agp.c156,2005,RV515,,4,4,256 MB,DDR,128 bit,RV515,"RV515 PRO
(215FADAKA13FG)",R500,TSMC,90 nm,107 million,100 mm²,"Oct 1st, 2005","Radeon R500 AGP
(X1300)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR,128 bit,12.80 GB/s,,4,4,,2.400 GPixel/s,2.400 GTexel/s,,,,,,31 W,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,AGP 8x,48 in our database,,,Single-slot,200 W,None,Radeon R400 AGP,Radeon R600,,,,,4,2,4,2,300.0 MVertices/s,,,
Radeon X1600 PRO,https://www.techpowerup.com/gpu-specs/radeon-x1600-pro.c139,2005,RV530,,4,4,256 MB,GDDR3,128 bit,RV530,"RV530 PRO
(215CADAKA24FG)",R500,TSMC,90 nm,157 million,150 mm²,"Oct 1st, 2005","Radeon R500 PCIe
(X1600)",End-of-life,199 USD,500 MHz,"390 MHz
780 Mbps effective",256 MB,GDDR3,128 bit,12.48 GB/s,,4,4,,2.000 GPixel/s,2.000 GTexel/s,,,,,,41 W,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,64 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,A676,,,12,5,12,5,625.0 MVertices/s,,,
Radeon X1600 XT,https://www.techpowerup.com/gpu-specs/radeon-x1600-xt.c140,2005,RV530,,4,4,256 MB,GDDR3,128 bit,RV530,"RV530 XT
(215CACAKA26FG)",R500,TSMC,90 nm,157 million,150 mm²,"Oct 1st, 2005","Radeon R500 PCIe
(X1600)",End-of-life,,590 MHz,"690 MHz
1380 Mbps effective",256 MB,GDDR3,128 bit,22.08 GB/s,,4,4,,2.360 GPixel/s,2.360 GTexel/s,,,,,,42 W,"1x DVI
1x VGA
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,64 in our database,,,Single-slot,200 W,None,Radeon R400 PCIe,Radeon R600,,A671,,,12,5,12,5,737.5 MVertices/s,,,
Radeon X1800 CrossFire Edition,https://www.techpowerup.com/gpu-specs/radeon-x1800-crossfire-edition.c888,2005,R520,,16,16,512 MB,GDDR3,256 bit,R520,"R520 CE
(215RFFBKA15FG)",R500,TSMC,90 nm,321 million,288 mm²,"Dec 20th, 2005","Radeon R500 PCIe
(X1800)",End-of-life,,600 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,256 bit,44.80 GB/s,,16,16,,9.600 GPixel/s,9.600 GTexel/s,,,,,,113 W,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,76 in our database,,,Dual-slot,300 W,1x 6-pin,Radeon R400 PCIe,Radeon R600,,A721,,,16,8,16,8,1.200 GVertices/s,,,
Radeon X1800 XL,https://www.techpowerup.com/gpu-specs/radeon-x1800-xl.c141,2005,R520,,16,16,256 MB,GDDR3,256 bit,R520,R520 XL,R500,TSMC,90 nm,321 million,288 mm²,"Oct 1st, 2005","Radeon R500 PCIe
(X1800)",End-of-life,,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,,16,16,,8.000 GPixel/s,8.000 GTexel/s,,"254 mm
10 inches","111 mm
4.4 inches","19 mm
0.7 inches",,70 W,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,76 in our database,,,Single-slot,250 W,1x 6-pin,Radeon R400 PCIe,Radeon R600,,A520,,,16,8,16,8,1.000 GVertices/s,,,
Radeon X1800 XT,https://www.techpowerup.com/gpu-specs/radeon-x1800-xt.c159,2005,R520,,16,16,512 MB,GDDR3,256 bit,R520,"R520 XT
(215RFNBKA15FG)",R500,TSMC,90 nm,321 million,288 mm²,"Oct 1st, 2005","Radeon R500 PCIe
(X1800)",End-of-life,549 USD,600 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,256 bit,44.80 GB/s,,16,16,,9.600 GPixel/s,9.600 GTexel/s,,,,,,113 W,"2x DVI
1x S-Video",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,76 in our database,,,Dual-slot,300 W,1x 6-pin,Radeon R400 PCIe,Radeon R600,,A520,,,16,8,16,8,1.200 GVertices/s,,,
Radeon X550,https://www.techpowerup.com/gpu-specs/radeon-x550.c120,2005,RV370,,4,4,128 MB,DDR,128 bit,RV370,"RV370 LE
(215S8DAKA23F)",Rage 9,TSMC,110 nm,107 million,74 mm²,"Jul 1st, 2005","Radeon R300
(X550)",End-of-life,,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,,4,4,,1.600 GPixel/s,1.600 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0,2.0,N/A,N/A,,PCIe 1.0 x16,6 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,,,,4,2,4,2,200.0 MVertices/s,2.0,2.0,
Radeon X550 HyperMemory,https://www.techpowerup.com/gpu-specs/radeon-x550-hypermemory.c516,2005,RV370,,4,4,256 MB,DDR2,128 bit,RV370,"RV370 PRO
(215S8ZAKA22F)",Rage 9,TSMC,110 nm,107 million,74 mm²,"Jul 1st, 2005","Radeon R300
(X550)",End-of-life,,400 MHz,"250 MHz
500 Mbps effective",256 MB,DDR2,128 bit,8.000 GB/s,,4,4,,1.600 GPixel/s,1.600 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0,2.0,N/A,N/A,,PCIe 1.0 x16,6 in our database,,,Single-slot,200 W,,Radeon R200,Radeon R400 AGP,,,,,4,2,4,2,200.0 MVertices/s,2.0,2.0,
Radeon X700 SE,https://www.techpowerup.com/gpu-specs/radeon-x700-se.c529,2005,RV410,,4,4,128 MB,DDR,64 bit,RV410,"RV410 SE
(215SCAAKA12F)",R400,TSMC,110 nm,120 million,156 mm²,"Apr 1st, 2005","Radeon R400 PCIe
(X700)",End-of-life,,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,64 bit,4.000 GB/s,,4,4,,1.600 GPixel/s,1.600 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.0,N/A,N/A,,PCIe 1.0 x16,58 in our database,,,Single-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,,,,4,6,4,6,600.0 MVertices/s,2.0b,2.0b,
Radeon X740 XL,https://www.techpowerup.com/gpu-specs/radeon-x740-xl.c532,2005,RV410,,8,8,128 MB,GDDR3,128 bit,RV410,,R400,TSMC,110 nm,120 million,156 mm²,"Mar 7th, 2005","Radeon R400 PCIe
(X700)",End-of-life,,425 MHz,"450 MHz
900 Mbps effective",128 MB,GDDR3,128 bit,14.40 GB/s,,8,8,,3.400 GPixel/s,3.400 GTexel/s,,,,,,unknown,"1x DVI
1x VGA",9.0b (9_2),2.0,N/A,N/A,,PCIe 1.0 x16,,,,Single-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,,,,8,6,8,6,637.5 MVertices/s,2.0b,2.0b,
Radeon X800 CrossFire Edition,https://www.techpowerup.com/gpu-specs/radeon-x800-crossfire-edition.c993,2005,R423,,16,16,256 MB,GDDR3,256 bit,R423,,R400,TSMC,130 nm,160 million,289 mm²,"Oct 28th, 2005","Radeon R400 PCIe
(X800)",End-of-life,,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,,16,16,,8.000 GPixel/s,8.000 GTexel/s,,,,,,unknown,2x DVI,9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,226 in our database,,,Dual-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,,,,16,6,16,6,750.0 MVertices/s,2.0b,2.0b,
Radeon X800 GT,https://www.techpowerup.com/gpu-specs/radeon-x800-gt.c534,2005,R430,,8,8,128 MB,DDR,256 bit,R430,"R430 SE
(215RBMAGA12F)",R400,TSMC,110 nm,160 million,240 mm²,"Nov 1st, 2005","Radeon R400 PCIe
(X800)",End-of-life,,475 MHz,"493 MHz
986 Mbps effective",128 MB,DDR,256 bit,31.55 GB/s,,8,8,,3.800 GPixel/s,3.800 GTexel/s,,,,,,40 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,226 in our database,,,Single-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,A474,,,8,6,8,6,712.5 MVertices/s,2.0b,2.0b,
Radeon X800 GT,https://www.techpowerup.com/gpu-specs/radeon-x800-gt.c3256,2005,R480,,12,12,128 MB,DDR,256 bit,R480,"R480 GT
(215RBQAGA11F)",R400,TSMC,130 nm,160 million,297 mm²,"Nov 1st, 2005","Radeon R400 PCIe
(X800)",End-of-life,,475 MHz,"350 MHz
700 Mbps effective",128 MB,DDR,256 bit,22.40 GB/s,,12,12,,5.700 GPixel/s,5.700 GTexel/s,,,,,,40 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,226 in our database,,,Single-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,A474,,,12,6,12,6,712.5 MVertices/s,2.0b,2.0b,
Radeon X800 GT AGP,https://www.techpowerup.com/gpu-specs/radeon-x800-gt-agp.c962,2005,R481,,12,12,256 MB,GDDR3,256 bit,R481,R481 SE,R400,TSMC,130 nm,160 million,297 mm²,"Nov 1st, 2005","Radeon R400 AGP
(X800)",End-of-life,,475 MHz,"493 MHz
986 Mbps effective",256 MB,GDDR3,256 bit,31.55 GB/s,,12,12,,5.700 GPixel/s,5.700 GTexel/s,,,,,,40 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,AGP 8x,226 in our database,,,Single-slot,200 W,1x Molex,Radeon R300,Radeon R500 AGP,,,,,12,6,12,6,712.5 MVertices/s,2.0b,2.0b,
Radeon X800 GTO,https://www.techpowerup.com/gpu-specs/radeon-x800-gto.c136,2005,R480,,12,12,256 MB,GDDR3,256 bit,R480,R480 GTO,R400,TSMC,130 nm,160 million,297 mm²,"Nov 1st, 2005","Radeon R400 PCIe
(X800)",End-of-life,,400 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,256 bit,25.60 GB/s,,12,12,,4.800 GPixel/s,4.800 GTexel/s,,,,,,49 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,226 in our database,,,Single-slot,200 W,None,Radeon R300,Radeon R500 PCIe,,,,,12,6,12,6,600.0 MVertices/s,2.0b,2.0b,
Radeon X800 GTO AGP,https://www.techpowerup.com/gpu-specs/radeon-x800-gto-agp.c167,2005,R481,,12,12,256 MB,GDDR3,256 bit,R481,R481 PRO,R400,TSMC,130 nm,160 million,297 mm²,"Oct 1st, 2005","Radeon R400 AGP
(X800)",End-of-life,,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,,12,12,,4.800 GPixel/s,4.800 GTexel/s,,,,,,49 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,AGP 8x,226 in our database,,,Single-slot,200 W,1x Molex,Radeon R300,Radeon R500 AGP,,,,,12,6,12,6,600.0 MVertices/s,2.0b,2.0b,
Radeon X800 GTO AGP,https://www.techpowerup.com/gpu-specs/radeon-x800-gto-agp.c1940,2005,R430,,12,12,256 MB,GDDR3,256 bit,R430,R430 GTO,R400,TSMC,110 nm,160 million,240 mm²,"Oct 1st, 2005","Radeon R400 AGP
(X800)",End-of-life,,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,,12,12,,4.800 GPixel/s,4.800 GTexel/s,,,,,,49 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,AGP 8x,226 in our database,,,Single-slot,200 W,1x Molex,Radeon R300,Radeon R500 AGP,,,,,12,6,12,6,600.0 MVertices/s,2.0b,2.0b,
Radeon X800 GTO2,https://www.techpowerup.com/gpu-specs/radeon-x800-gto2.c963,2005,R480,,16,16,256 MB,GDDR3,256 bit,R480,R480,R400,TSMC,130 nm,160 million,297 mm²,"Sep 15th, 2005","Radeon R400 PCIe
(X800)",End-of-life,,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,,16,16,,6.400 GPixel/s,6.400 GTexel/s,,,,,,unknown,"2x DVI
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,226 in our database,,,Single-slot,200 W,,Radeon R300,Radeon R500 PCIe,,,,,16,6,16,6,600.0 MVertices/s,2.0b,2.0b,
